"classe","sexe","groupe_age","classe_num","survecu"
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Enfant",3,1
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Homme","Enfant",3,0
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,1
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Adulte",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
"Troisième","Femme","Enfant",3,0
